BSS Id,Receiver address,Type/Subtype,PHY type,MCS Index,Bandwidth,Short GI,Data rate,Channel,Frequency,Signal strength,Signal/noise ratio,Retry,TSF Timestamp
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134666854470
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080204884
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505648742487
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505648742476
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-88 dBm,7 dB,0,3217661179
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-88 dBm,7 dB,0,1378415411274
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-88 dBm,7 dB,0,886083608584
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Data (0x0020),PHY type: 802.11a (OFDM) (5),N/A,N/A,False,6.0 Mbps,36,5180,-88 dBm,7 dB,0,3217694925
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173778329645
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134666956993
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080307272
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505648844876
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505648844868
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-88 dBm,7 dB,0,3217761194
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-89 dBm,6 dB,0,1378415513685
N/A,a6:9e:ff:39:99:67,Type/Subtype: Acknowledgement (0x001d),PHY type: 802.11a (OFDM) (5),N/A,N/A,False,6.0 Mbps,36,5180,-88 dBm,7 dB,0,3217793462
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-88 dBm,7 dB,0,886083710984
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-72 dBm,23 dB,0,1134667059276
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080409672
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505648947280
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505648947276
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-88 dBm,7 dB,0,3217861202
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-89 dBm,6 dB,0,1378415616096
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-88 dBm,7 dB,0,886083813386
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667161686
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080512072
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649049694
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649049691
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-87 dBm,8 dB,0,3217961229
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-89 dBm,6 dB,0,1378415718479
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886083915787
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173778636872
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667264085
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080614462
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649152075
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-88 dBm,7 dB,0,3218061230
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649152096
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-88 dBm,7 dB,0,1378415820868
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886084018184
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667366460
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080716882
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649254498
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-87 dBm,8 dB,0,3218161216
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649254496
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-89 dBm,6 dB,0,1378415923272
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886084120588
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173778841681
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667468873
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080819286
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649356872
74:06:35:88:7b:24,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,3142089625665
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-87 dBm,8 dB,0,3218261285
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649356878
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-89 dBm,6 dB,0,1378416025674
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886084222979
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173778944036
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667571260
